player_hcp_spade,player_hcp_heart,player_hcp_diamond,player_hcp_club,partner_hcp_spade,partner_hcp_heart,partner_hcp_diamond,partner_hcp_club,total_hcp,total_num_spade,total_num_heart,total_num_diamond,total_num_club,player_balance,partner_balance,total_stop_spade,total_stop_heart,total_stop_diamond,total_stop_club,vulnerability,dealer_N,dealer_E,dealer_S,dealer_W,ns_best_fit,ns_best_major_fit,bid_00,bid_01,bid_02,bid_03,bid_04,bid_05,bid_06,bid_07,bid_08,bid_09,bid_10,bid_11,bid_12,bid_13,bid_14,bid_15,bid_16,bid_17,bid_18,bid_19,bid_20,bid_21,bid_22,bid_23,bid_24,bid_25,bid_26,bid_27,bid_28,bid_29,bid_30,bid_31,bid_32,bid_33,bid_34,bid_35,bid_36,bid_37,bid_38,bid_39,bid_40,bid_41,bid_42,bid_43,bid_44,bid_45,bid_46,bid_47,bid_48,bid_49,bid_50,bid_51,bid_52,bid_53,bid_54,bid_55,bid_56,bid_57,bid_58,bid_59,bid_60,bid_61,bid_62,bid_63,bid_64,bid_65,bid_66,bid_67,bid_68,bid_69,bid_70,bid_71,source_file,room,board_number,final_contract,tricks_claimed,bidding_sequence
4,0,9,4,4,7,0,0,28,8,8,5,5,3,3,3,3,3,3,2,0,1,0,0,8,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,85168.lin,open,18,6H,12.0,PASS 1C PASS 1H PASS 2H PASS 2N! PASS 4H PASS 4NT PASS 5H PASS 6H PASS PASS PASS
4,0,9,4,4,7,0,0,28,8,8,5,5,3,3,3,3,3,3,2,0,1,0,0,8,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85168.lin,closed,18,4H,12.0,PASS 1C PASS 1D! PASS 2H PASS 4H PASS PASS PASS
0,3,0,4,1,0,3,1,12,4,9,8,5,3,0,2,3,2,3,3,0,0,1,0,9,9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85168.lin,open,19,6S,12.0,PASS 1S PASS 2C! PASS 2D! PASS 2NT PASS 3C PASS 3NT PASS 4C PASS 4D PASS 4NT PASS 5H PASS 6S PASS PASS PASS
0,3,0,4,1,0,3,1,12,4,9,8,5,3,0,2,3,2,3,3,0,0,1,0,9,9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85168.lin,closed,19,6S,11.0,PASS 1S PASS 2C PASS 3S PASS 4S PASS 6S PASS PASS PASS
1,0,0,4,2,8,3,4,22,6,8,4,8,3,0,2,3,3,3,4,0,0,0,1,8,8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85168.lin,open,20,1NT,10.0,PASS PASS PASS 1NT PASS PASS PASS
1,0,0,4,2,8,3,4,22,6,8,4,8,3,0,2,3,3,3,4,0,0,0,1,8,8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85168.lin,closed,20,1NT,11.0,PASS PASS PASS 1NT PASS PASS PASS
4,3,4,0,2,2,0,10,25,5,7,4,10,0,3,3,3,3,3,2,1,0,0,0,10,7,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85168.lin,open,21,3NT,8.0,PASS PASS 1C PASS 1H PASS 3C PASS 3D PASS 3NT PASS PASS PASS
4,3,4,0,2,2,0,10,25,5,7,4,10,0,3,3,3,3,3,2,1,0,0,0,10,7,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85168.lin,closed,21,3NT,10.0,1H PASS 2C! PASS 2H! PASS 2S! PASS 2NT PASS 3NT PASS PASS PASS
0,2,5,4,2,5,3,2,23,6,7,8,5,0,0,2,3,3,3,3,0,1,0,0,8,7,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85168.lin,open,22,2D,9.0,PASS 1D 1S X PASS 1NT 2C 2D PASS PASS PASS
0,2,5,4,2,5,3,2,23,6,7,8,5,0,0,2,3,3,3,3,0,1,0,0,8,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85168.lin,closed,22,2NT,8.0,PASS 1D 1S X PASS 1NT PASS 2NT PASS PASS PASS
0,6,6,4,1,0,0,1,18,6,9,6,5,3,0,2,3,3,3,4,0,0,1,0,9,9,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85168.lin,open,23,2H,9.0,PASS 1D 1H 1S PASS 2C X 2D 2H PASS PASS PASS
0,6,6,4,1,0,0,1,18,6,9,6,5,3,0,2,3,3,3,4,0,0,1,0,9,9,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85168.lin,closed,23,2H,9.0,PASS 1D 1H X PASS 2C X 2D 2H PASS PASS PASS
3,0,4,1,2,5,4,5,24,6,4,8,8,1,0,3,3,3,3,1,0,0,0,1,8,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85168.lin,open,24,3NT,10.0,PASS PASS PASS 1NT PASS 3NT PASS PASS PASS
3,0,4,1,2,5,4,5,24,6,4,8,8,1,0,3,3,3,3,1,0,0,0,1,8,6,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85168.lin,closed,24,3NT,10.0,PASS 3D PASS 3NT PASS PASS PASS
0,2,1,0,4,1,0,0,8,5,8,8,5,3,0,3,2,2,0,1,1,0,0,0,8,8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85169.lin,open,17,6S,11.0,PASS 1C PASS 1S PASS 2S PASS 2NT PASS 3H PASS 4NT PASS 5S PASS 6S PASS PASS PASS
2,4,0,3,3,3,3,5,23,6,7,5,8,0,0,3,3,3,3,2,0,1,0,0,8,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85169.lin,open,18,3D,7.0,3D PASS PASS PASS
3,2,2,0,0,0,5,3,15,7,4,7,8,1,2,2,2,3,3,3,0,0,1,0,8,7,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85169.lin,open,19,3NT,9.0,PASS PASS 2S 2NT PASS 3NT PASS PASS PASS
6,0,1,0,4,7,2,4,24,10,6,4,6,3,0,3,3,2,3,4,0,0,0,1,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85169.lin,open,20,4S,11.0,3D PASS PASS 3NT PASS 4S PASS PASS PASS
7,3,3,3,3,3,1,7,30,8,6,6,6,3,3,3,3,3,3,2,1,0,0,0,8,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85169.lin,open,21,4S,12.0,4S PASS PASS PASS
7,3,3,3,3,3,1,7,30,8,6,6,6,3,3,3,3,3,3,2,1,0,0,0,8,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,85169.lin,closed,21,5S,11.0,1S PASS 2C PASS 2D PASS 2H PASS 3S PASS 4C PASS 4D PASS 4NT PASS 5C PASS 5S PASS PASS PASS
1,3,4,4,2,1,3,1,19,6,8,8,4,0,3,2,3,3,3,3,0,1,0,0,8,8,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85169.lin,open,22,3H,6.0,1C 1H PASS 2D PASS 2H PASS 3H PASS PASS PASS
1,3,4,4,2,1,3,1,19,6,8,8,4,0,3,2,3,3,3,3,0,1,0,0,8,8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85169.lin,closed,22,2S,8.0,1C PASS 1H PASS 1N! PASS 2S PASS PASS PASS
3,8,6,0,4,0,0,0,21,4,10,6,6,0,0,3,3,3,0,4,0,0,1,0,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85169.lin,open,23,4S,9.0,PASS 1C 1H X 3H 3S 4H 4S PASS PASS PASS
3,8,6,0,4,0,0,0,21,4,10,6,6,0,0,3,3,3,0,4,0,0,1,0,10,10,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85169.lin,closed,23,3S,8.0,PASS 1C X 2H PASS 2S 2NT PASS PASS 3S PASS PASS PASS
3,5,3,4,2,4,6,2,29,6,6,5,9,0,0,3,3,3,3,1,0,0,0,1,9,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85169.lin,open,24,3NT,11.0,PASS 1NT PASS 3NT PASS PASS PASS
3,5,3,4,2,4,6,2,29,6,6,5,9,0,0,3,3,3,3,1,0,0,0,1,9,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85169.lin,closed,24,3NT,11.0,PASS 1NT PASS 3NT PASS PASS PASS
6,1,4,4,3,4,3,0,25,6,8,6,6,0,1,3,3,3,3,3,1,0,0,0,8,8,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85169.lin,closed,25,4H,9.0,1NT PASS 3D! PASS 3H! PASS 3S PASS 3NT PASS 4H PASS PASS PASS
2,6,0,9,3,1,3,1,25,6,6,5,9,3,0,3,3,3,3,4,0,1,0,0,9,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85169.lin,closed,26,3NT,10.0,PASS PASS PASS 1C PASS 1H PASS 2D PASS 2H! PASS 3S PASS 3NT PASS PASS PASS
3,0,0,8,4,3,10,0,28,3,6,9,8,2,3,3,2,3,3,1,0,0,1,0,9,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,85169.lin,closed,27,6D,12.0,1D 2S X 3S 6D PASS PASS X PASS PASS PASS
0,7,4,3,7,0,1,0,22,6,7,9,4,0,2,3,3,3,3,2,0,0,0,1,9,7,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85169.lin,closed,28,3NT,7.0,PASS 1NT PASS 2C PASS 2H PASS 3NT PASS PASS PASS
0,0,0,3,1,5,1,0,10,8,7,4,7,0,2,2,3,2,3,4,1,0,0,0,8,8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85169.lin,closed,29,3NT,11.0,PASS 2C 2S PASS PASS 2NT PASS 3NT PASS PASS PASS
2,5,3,4,0,5,2,0,21,6,7,5,8,0,1,2,3,3,3,1,0,1,0,0,8,7,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85169.lin,closed,30,3D,8.0,PASS PASS 1NT 2C 3D PASS PASS PASS
0,2,1,0,4,1,0,0,8,5,8,8,5,3,0,3,2,2,0,1,1,0,0,0,8,8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85170.lin,closed,17,4NT,11.0,PASS 1C PASS 1H PASS 2S PASS 4NT PASS PASS PASS
2,4,0,3,3,3,3,5,23,6,7,5,8,0,0,3,3,3,3,2,0,1,0,0,8,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85170.lin,closed,18,3NT,3.0,3D PASS 3S PASS 3NT PASS PASS PASS
3,2,2,0,0,0,5,3,15,7,4,7,8,1,2,2,2,3,3,3,0,0,1,0,8,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85170.lin,closed,19,4H,10.0,PASS PASS 3S X PASS 4H PASS PASS PASS
6,0,1,0,4,7,2,4,24,10,6,4,6,3,0,3,3,2,3,4,0,0,0,1,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85170.lin,closed,20,4S,12.0,3D PASS PASS 3NT PASS 4H PASS 4S PASS PASS PASS
7,3,3,3,3,3,1,7,30,8,6,6,6,3,3,3,3,3,3,2,1,0,0,0,8,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,85170.lin,closed,21,5S,11.0,1S PASS 2C PASS 2D PASS 2H PASS 3S PASS 4C PASS 4D PASS 4NT PASS 5C PASS 5S PASS PASS PASS
1,3,4,4,2,1,3,1,19,6,8,8,4,0,3,2,3,3,3,3,0,1,0,0,8,8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85170.lin,closed,22,2S,8.0,1C PASS 1H PASS 1NT PASS 2S PASS PASS PASS
3,8,6,0,4,0,0,0,21,4,10,6,6,0,0,3,3,3,0,4,0,0,1,0,10,10,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85170.lin,closed,23,3S,8.0,PASS 1C X 2H PASS 2S 2NT PASS PASS 3S PASS PASS PASS
3,5,3,4,2,4,6,2,29,6,6,5,9,0,0,3,3,3,3,1,0,0,0,1,9,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85170.lin,closed,24,3NT,11.0,PASS 1NT PASS 3NT PASS PASS PASS
6,1,4,4,3,4,3,0,25,6,8,6,6,0,1,3,3,3,3,3,1,0,0,0,8,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85170.lin,open,25,4H,9.0,4H PASS PASS PASS
